FID,Id,gridcode,Shape__Area,Shape__Length,SHAPE
219,219,12,533674870415.1406,4161484.071347745,"{'rings': [[[-16920562.6005887, 5012341.66384752], [-18701674.4532255, 5012341.66384752], [-18701674.4532255, 5311971.84688464], [-17365840.5637729, 5311971.84688464], [-16920562.6005887, 5311971.84688464], [-16920562.6005887, 5012341.66384752]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
220,220,9,92512540984.19922,1388105.4693307336,"{'rings': [[[-9350837.22665722, 5311971.84688464], [-8905559.263473, 5311971.84688464], [-9128198.24501506, 4896444.69920083], [-9350837.22665722, 5311971.84688464]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
221,221,11,66709358820.640625,1044538.3293585666,"{'rings': [[[-8015003.33710457, 5012341.66384752], [-8237642.31874674, 5012341.66384752], [-8237642.31874674, 5311971.84688464], [-8015003.33710457, 5311971.84688464], [-8015003.33710457, 5012341.66384752]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
222,222,10,200128076401.9297,1935094.2555267662,"{'rings': [[[-7347086.3923783, 5012341.66384752], [-7569725.37392035, 5012341.66384752], [-8015003.33710457, 5012341.66384752], [-8015003.33710457, 5311971.84688464], [-7569725.37392035, 5311971.84688464], [-7347086.3923783, 5311971.84688464], [-7347086.3923783, 5012341.66384752]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
223,223,12,66709358820.63281,1044538.3293585517,"{'rings': [[[-7124447.41073614, 5012341.66384752], [-7347086.3923783, 5012341.66384752], [-7347086.3923783, 5311971.84688464], [-7124447.41073614, 5311971.84688464], [-7124447.41073614, 5012341.66384752]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
224,224,13,66709358790.640625,1044538.3291583415,"{'rings': [[[-6901808.42919408, 5012341.66384752], [-7124447.41073614, 5012341.66384752], [-7124447.41073614, 5311971.84688464], [-6901808.42919408, 5311971.84688464], [-6901808.42919408, 5012341.66384752]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
225,225,14,66709358820.640625,1044538.3293585535,"{'rings': [[[-6679169.44755192, 5012341.66384752], [-6901808.42919408, 5012341.66384752], [-6901808.42919408, 5311971.84688464], [-6679169.44755192, 5311971.84688464], [-6679169.44755192, 5012341.66384752]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
226,226,15,200128076401.92188,1935094.2555267774,"{'rings': [[[-6011252.50282564, 5012341.66384752], [-6233891.48446781, 5012341.66384752], [-6679169.44755192, 5012341.66384752], [-6679169.44755192, 5311971.84688464], [-6456530.46600986, 5311971.84688464], [-6233891.48446781, 5311971.84688464], [-6011252.50282564, 5311971.84688464], [-6011252.50282564, 5012341.66384752]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
227,227,14,133418717611.28125,1489816.2924426664,"{'rings': [[[-5565974.53964142, 5012341.66384752], [-6011252.50282564, 5012341.66384752], [-6011252.50282564, 5311971.84688464], [-5565974.53964142, 5311971.84688464], [-5565974.53964142, 5012341.66384752]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
228,228,15,66709358790.640625,1044538.3291583303,"{'rings': [[[-5343335.55809937, 5012341.66384752], [-5565974.53964142, 5012341.66384752], [-5565974.53964142, 5311971.84688464], [-5343335.55809937, 5311971.84688464], [-5343335.55809937, 5012341.66384752]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
229,229,17,66709358820.640625,1044538.3293585517,"{'rings': [[[-5120696.57645721, 5012341.66384752], [-5343335.55809937, 5012341.66384752], [-5343335.55809937, 5311971.84688464], [-5120696.57645721, 5311971.84688464], [-5120696.57645721, 5012341.66384752]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
230,230,18,333546794013.2031,2825650.181895216,"{'rings': [[[-4007501.66854672, 5012341.66384752], [-5120696.57645721, 5012341.66384752], [-5120696.57645721, 5311971.84688464], [-4898057.59491516, 5311971.84688464], [-4675418.61327299, 5311971.84688464], [-4452779.63173094, 5311971.84688464], [-4007501.66854672, 5311971.84688464], [-4007501.66854672, 5012341.66384752]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
231,231,15,1731651901162.5674,9556544.07081493,"{'rings': [[[-1113194.90789936, 5012341.66384752], [-1909965.99777535, 5398860.78025369], [-4452779.63173094, 5621521.48620781], [-4675418.61327299, 5621521.48620781], [-4675418.61327299, 5942074.07238218], [-4452779.63173094, 5942074.07238218], [-4007501.66854672, 5942074.07238218], [-3562223.7053625, 5942074.07238218], [-2345988.28613083, 5768438.54998976], [-222638.981631038, 5621521.48620781], [-319625.680304682, 5445539.41790161], [-1113194.90789936, 5012341.66384752]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
232,232,17,315758152273.04016,2769147.132078698,"{'rings': [[[222638.981553181, 5012341.66384752], [222638.981553181, 5311971.84688464], [667916.944737399, 5311971.84688464], [667916.944737399, 5621521.48620781], [1113194.90792162, 5621521.48620781], [1113194.90792162, 5311971.84688464], [815763.143477108, 5111953.93417814], [222638.981553181, 5012341.66384752]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
233,233,14,575975971875.7568,3793689.0853619566,"{'rings': [[[3116945.74220054, 5621521.48620781], [3339584.7238427, 5621521.48620781], [3339584.7238427, 5942074.07238218], [3673220.4620654, 5702204.75634387], [4096766.52879412, 6002408.83849673], [4230140.65011103, 5621521.48620781], [3784862.68692681, 5311971.84688464], [3218705.50866927, 4934760.94593136], [3116945.74220054, 5621521.48620781]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
234,234,15,271254350529.0039,2341669.7615616214,"{'rings': [[[4230140.65011103, 5012341.66384752], [3784862.68692681, 5012341.66384752], [3784862.68692681, 5311971.84688464], [4230140.65011103, 5621521.48620781], [4452779.6317532, 5621521.48620781], [4452779.6317532, 5311971.84688464], [4230140.65011103, 5311971.84688464], [4230140.65011103, 5012341.66384752]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
235,235,16,96169759944.32422,1387170.5033498625,"{'rings': [[[4230140.65011103, 5012341.66384752], [4230140.65011103, 5311971.84688464], [4452779.6317532, 5311971.84688464], [4742022.44252882, 5136960.78437556], [4230140.65011103, 5012341.66384752]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
236,236,14,133418717581.28516,1489816.2922424302,"{'rings': [[[5788613.52120574, 5012341.66384752], [5343335.55812163, 5012341.66384752], [5343335.55812163, 5311971.84688464], [5788613.52120574, 5311971.84688464], [5788613.52120574, 5012341.66384752]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
237,237,15,66709358820.63672,1044538.3293585647,"{'rings': [[[6011252.5028479, 5012341.66384752], [5788613.52120574, 5012341.66384752], [5788613.52120574, 5311971.84688464], [6011252.5028479, 5311971.84688464], [6011252.5028479, 5012341.66384752]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
238,238,10,66709358790.640625,1044538.329158349,"{'rings': [[[14694172.7846899, 5012341.66384752], [14471533.8031478, 5012341.66384752], [14471533.8031478, 5311971.84688464], [14694172.7846899, 5311971.84688464], [14694172.7846899, 5012341.66384752]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
239,239,9,66709358820.640625,1044538.3293585461,"{'rings': [[[14916811.766332, 5012341.66384752], [14694172.7846899, 5012341.66384752], [14694172.7846899, 5311971.84688464], [14916811.766332, 5311971.84688464], [14916811.766332, 5012341.66384752]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
240,240,10,66709358790.65625,1044538.3291583564,"{'rings': [[[15139450.7478741, 5012341.66384752], [14916811.766332, 5012341.66384752], [14916811.766332, 5311971.84688464], [15139450.7478741, 5311971.84688464], [15139450.7478741, 5012341.66384752]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
241,241,11,200128076401.90625,1935094.2555267606,"{'rings': [[[15807367.6926004, 5012341.66384752], [15584728.7110583, 5012341.66384752], [15139450.7478741, 5012341.66384752], [15139450.7478741, 5311971.84688464], [15362089.7295162, 5311971.84688464], [15584728.7110583, 5311971.84688464], [15807367.6926004, 5311971.84688464], [15807367.6926004, 5012341.66384752]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
242,242,10,66709358820.640625,1044538.3293585684,"{'rings': [[[16030006.6742425, 5012341.66384752], [15807367.6926004, 5012341.66384752], [15807367.6926004, 5311971.84688464], [16030006.6742425, 5311971.84688464], [16030006.6742425, 5012341.66384752]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
243,243,9,266837435222.5625,2380372.218811078,"{'rings': [[[16920562.600611, 5012341.66384752], [16030006.6742425, 5012341.66384752], [16030006.6742425, 5311971.84688464], [16920562.600611, 5311971.84688464], [16920562.600611, 5012341.66384752]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
244,244,10,133418717611.26562,1489816.2924426664,"{'rings': [[[17365840.5637952, 5012341.66384752], [16920562.600611, 5012341.66384752], [16920562.600611, 5311971.84688464], [17365840.5637952, 5311971.84688464], [17365840.5637952, 5012341.66384752]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
245,245,11,200128076401.9375,1935094.2555267904,"{'rings': [[[18033757.5085215, 5012341.66384752], [17365840.5637952, 5012341.66384752], [17365840.5637952, 5311971.84688464], [18033757.5085215, 5311971.84688464], [18033757.5085215, 5012341.66384752]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
246,246,10,66709358790.640625,1044538.3291583229,"{'rings': [[[18256396.4900635, 5012341.66384752], [18033757.5085215, 5012341.66384752], [18033757.5085215, 5311971.84688464], [18256396.4900635, 5311971.84688464], [18256396.4900635, 5012341.66384752]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
247,247,11,533674488225.3203,4161481.5202709083,"{'rings': [[[20037507.0671618, 5012341.66384751], [18256396.4900635, 5012341.66384752], [18256396.4900635, 5311971.84688464], [19146952.4164319, 5311971.84688464], [20037507.0671618, 5311971.84688462], [20037507.0671618, 5236173.78387567], [20037507.0671618, 5160979.44401983], [20037507.0671618, 5086373.6492725], [20037507.0671618, 5012341.66384751]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
248,248,14,1035431518568.4531,7705785.04193503,"{'rings': [[[-20037507.0671618, 5012341.66384752], [-19369591.3980518, 5012341.66384752], [-18701674.4532255, 5012341.66384752], [-16920562.6005887, 5012341.66384752], [-16475284.6374045, 5012341.66384752], [-16475284.6374045, 4721671.57263737], [-17588479.545315, 4721671.57263737], [-18924313.4348676, 4721671.57263737], [-20037507.0671618, 4721671.57263737], [-20037507.0671618, 4793547.45914806], [-20037507.0671618, 4865942.27953222], [-20037507.0671618, 4938869.17580093], [-20037507.0671618, 5012341.66384752]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
249,249,15,453001451589.65625,3698285.9246097356,"{'rings': [[[-14916811.7663098, 4721671.57263737], [-16475284.6374045, 4721671.57263737], [-16475284.6374045, 5012341.66384752], [-14916811.7663098, 5012341.66384752], [-14916811.7663098, 4721671.57263737]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
250,250,14,129428986172.625,1471896.1087887548,"{'rings': [[[-14471533.8031256, 4721671.57263737], [-14916811.7663098, 4721671.57263737], [-14916811.7663098, 5012341.66384752], [-14471533.8031256, 5012341.66384752], [-14471533.8031256, 4721671.57263737]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
251,251,12,1240127235069.5508,6322523.5019601565,"{'rings': [[[-13803616.8583993, 4721671.57263737], [-14339828.9815357, 5188450.20591081], [-16252645.6558624, 5311971.84688464], [-16252645.6558624, 5621521.48620781], [-15807367.6926782, 5621521.48620781], [-14356503.7192655, 5793712.70037778], [-13803616.8583993, 5621521.48620781], [-13803616.8583993, 4721671.57263737]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
252,252,11,64714493071.77344,1026618.1455044299,"{'rings': [[[-8460281.30028879, 4721671.57263737], [-8682920.28183084, 4721671.57263737], [-8682920.28183084, 5012341.66384752], [-8460281.30028879, 5012341.66384752], [-8460281.30028879, 4721671.57263737]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
253,253,12,64714493071.765625,1026618.1455044169,"{'rings': [[[-8237642.31874674, 4721671.57263737], [-8460281.30028879, 4721671.57263737], [-8460281.30028879, 5012341.66384752], [-8237642.31874674, 5012341.66384752], [-8237642.31874674, 4721671.57263737]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
254,254,13,64714493100.86719,1026618.145704655,"{'rings': [[[-8015003.33710457, 4721671.57263737], [-8237642.31874674, 4721671.57263737], [-8237642.31874674, 5012341.66384752], [-8015003.33710457, 5012341.66384752], [-8015003.33710457, 4721671.57263737]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
255,255,14,129428986172.625,1471896.1087887418,"{'rings': [[[-7569725.37392035, 4721671.57263737], [-8015003.33710457, 4721671.57263737], [-8015003.33710457, 5012341.66384752], [-7569725.37392035, 5012341.66384752], [-7569725.37392035, 4721671.57263737]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
256,256,16,64714493071.765625,1026618.1455044299,"{'rings': [[[-7347086.3923783, 4721671.57263737], [-7569725.37392035, 4721671.57263737], [-7569725.37392035, 5012341.66384752], [-7347086.3923783, 5012341.66384752], [-7347086.3923783, 4721671.57263737]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
257,257,17,64714493100.86719,1026618.1457046401,"{'rings': [[[-7124447.41073614, 4721671.57263737], [-7347086.3923783, 4721671.57263737], [-7347086.3923783, 5012341.66384752], [-7124447.41073614, 5012341.66384752], [-7124447.41073614, 4721671.57263737]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
258,258,19,129428986172.6289,1471896.1087887548,"{'rings': [[[-6679169.44755192, 4721671.57263737], [-7124447.41073614, 4721671.57263737], [-7124447.41073614, 5012341.66384752], [-6901808.42919408, 5012341.66384752], [-6679169.44755192, 5012341.66384752], [-6679169.44755192, 4721671.57263737]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
259,259,20,129428986143.53125,1471896.1085885316,"{'rings': [[[-6233891.48446781, 4721671.57263737], [-6456530.46600986, 4721671.57263737], [-6679169.44755192, 4721671.57263737], [-6679169.44755192, 5012341.66384752], [-6233891.48446781, 5012341.66384752], [-6233891.48446781, 4721671.57263737]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
260,260,16,1120276145197.4365,7444849.709411185,"{'rings': [[[-1113194.90789936, 4721671.57263737], [-2405413.82910499, 5091127.33060792], [-4007501.66854672, 5311971.84688464], [-4452779.63173094, 5311971.84688464], [-4452779.63173094, 5621521.48620781], [-1909965.99777535, 5398860.78025369], [-1113194.90789936, 5012341.66384752], [-1113194.90789936, 4721671.57263737]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
261,261,18,184980676117.48682,1717354.4426239086,"{'rings': [[[1781111.85264789, 5012341.66384752], [1781111.85264789, 5311971.84688464], [2226389.8158321, 5311971.84688464], [2226389.8158321, 5012341.66384752], [1870583.94215952, 4780747.186827], [1781111.85264789, 5012341.66384752]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
262,262,18,90829001038.85156,1374802.3215552117,"{'rings': [[[2894306.76065849, 4721671.57263737], [2449028.79747427, 4721671.57263737], [2671667.77901632, 5129636.97199971], [2894306.76065849, 4721671.57263737]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
263,263,16,194143479244.39453,1917174.0718728546,"{'rings': [[[6011252.5028479, 4721671.57263737], [5343335.55812163, 4721671.57263737], [5343335.55812163, 5012341.66384752], [5788613.52120574, 5012341.66384752], [6011252.5028479, 5012341.66384752], [6011252.5028479, 4721671.57263737]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
264,264,12,194143479244.39844,1917174.0718728825,"{'rings': [[[15139450.7478741, 4721671.57263737], [14471533.8031478, 4721671.57263737], [14471533.8031478, 5012341.66384752], [14694172.7846899, 5012341.66384752], [14916811.766332, 5012341.66384752], [15139450.7478741, 5012341.66384752], [15139450.7478741, 4721671.57263737]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
265,265,13,129428986172.625,1471896.108788751,"{'rings': [[[15584728.7110583, 4721671.57263737], [15362089.7295162, 4721671.57263737], [15139450.7478741, 4721671.57263737], [15139450.7478741, 5012341.66384752], [15584728.7110583, 5012341.66384752], [15584728.7110583, 4721671.57263737]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
266,266,13,323572465446.1094,2807729.998441506,"{'rings': [[[16920562.600611, 4721671.57263737], [16252645.6557846, 4721671.57263737], [15807367.6926004, 4721671.57263737], [15807367.6926004, 5012341.66384752], [16030006.6742425, 5012341.66384752], [16920562.600611, 5012341.66384752], [16920562.600611, 4721671.57263737]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
267,267,14,906002532389.3516,6815229.115522081,"{'rings': [[[20037507.0671618, 4721671.57263736], [17143201.582153, 4721671.57263737], [16920562.600611, 4721671.57263737], [16920562.600611, 5012341.66384752], [17365840.5637952, 5012341.66384752], [18033757.5085215, 5012341.66384752], [18256396.4900635, 5012341.66384752], [20037507.0671618, 5012341.66384751], [20037507.0671618, 4938869.17580092], [20037507.0671618, 4865942.27953221], [20037507.0671618, 4793547.45914805], [20037507.0671618, 4721671.57263736]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}"
